-0.905049	 0.425307
0.947763	 -0.318975
0.996651	 -0.081773
-0.966330	 -0.257307
-0.990020	 0.140929
0.267190	 -0.963644
0.451713	 -0.892164
0.997826	 0.065897
-0.376955	 0.926231
0.941062	 0.338233
-0.456182	 0.889886
-0.764415	 0.644724
-0.164178	 0.986431
0.173826	 0.984776
0.832878	 0.553457
0.829227	 -0.558913
-0.992378	 0.123234
0.906091	 0.423083
-0.869156	 -0.494538
0.990929	 -0.134387
0.999194	 -0.040146
-0.925490	 -0.378772
0.041732	 -0.999129
-0.932480	 -0.361221
0.438217	 -0.898869
-0.989580	 0.143983
-0.299519	 -0.954090
-0.529423	 0.848358
-0.741328	 -0.671143
-0.780551	 0.625093
0.849284	 0.527937
0.660648	 0.750696
-0.992681	 0.120767
0.761374	 0.648313
-0.901729	 -0.432302
-0.508434	 0.861101
0.329703	 0.944085
0.992623	 -0.121239
-0.322279	 -0.946645
-0.539020	 -0.842293
0.877625	 -0.479348
0.346321	 -0.938116
-0.276408	 -0.961040
0.786734	 -0.617292
-0.828705	 -0.559685
0.809186	 -0.587553
-0.210503	 -0.977593
-0.989144	 -0.146951
-0.775521	 0.631322
0.816071	 -0.577952
