1.192244	 0.909659
2.154593	 0.585775
3.132995	 0.505499
2.712212	 0.393457
2.694006	 0.396048
2.169197	 2.288817
2.557558	 1.521778
1.798737	 1.471665
1.582165	 2.003812
1.669334	 2.035143
1.242390	 2.867993
3.379286	 1.065689
3.410801	 0.876335
3.373828	 0.666871
4.174455	 1.198896
2.359985	 2.421879
3.445893	 2.287031
3.346765	 2.240745
0.241890	 0.474113
0.913918	 0.382975
1.497087	 0.359544
2.051283	 0.586357
1.914532	 3.860344
2.004204	 3.895081
2.958496	 1.937642
1.872964	 2.095587
1.774488	 1.781898
1.025664	 2.981828
1.980056	 3.845864
2.244286	 3.634260
1.680493	 3.283792
1.331757	 2.887522
2.930495	 2.693024
2.925472	 2.688748
1.617549	 2.061710
2.270324	 0.956148
2.768947	 2.383925
2.167467	 2.457390
1.530191	 0.585487
2.197114	 1.627647
4.292541	 0.483149
4.408320	 0.169528
4.702094	 1.190947
3.462518	 2.163550
1.430280	 0.791032
0.577883	 1.409961
0.546242	 1.263017
1.003596	 1.330964
0.742759	 1.543301
1.306038	 1.144379
