0.000000	 1.469927
3.127989	 0.000000
3.895091	 -0.000000
0.000000	 1.310916
5.000000	 0.352316
0.000000	 0.762554
1.234564	 0.000000
4.997922	 1.002078
0.000000	 0.779539
5.000000	 0.067791
2.803819	 0.000000
1.761003	 3.761003
3.328051	 0.000000
1.537151	 3.537151
4.359239	 1.640761
0.000000	 1.352876
1.125616	 3.125616
2.397671	 0.000000
3.357944	 2.642056
0.000000	 1.435157
1.115507	 3.115507
2.712608	 0.000000
1.039291	 3.039291
4.642816	 0.000000
3.068797	 2.931203
3.556655	 0.000000
3.667784	 2.332216
3.256116	 0.000000
4.550931	 1.449069
2.370277	 0.000000
5.000000	 0.642465
1.202227	 3.202227
0.635968	 2.635968
3.750837	 2.249163
3.627958	 2.372042
0.000000	 0.678031
0.000000	 0.336481
3.609668	 2.390332
3.737865	 0.000000
0.000000	 0.506917
5.000000	 0.218800
0.000000	 0.419695
0.618579	 0.000000
4.437177	 1.562823
2.075774	 0.000000
1.912360	 3.912360
1.826080	 3.826080
2.076798	 3.923202
3.903137	 0.000000
1.968440	 3.968440
0.321346	 2.321346
4.250317	 1.749683
1.215094	 0.000000
2.358328	 3.641672
1.008820	 3.008820
2.886492	 0.000000
0.562635	 2.562635
2.071421	 3.928579
1.905540	 3.905540
2.854106	 3.145894
2.319182	 3.680818
0.632058	 2.632058
2.165310	 3.834690
0.000000	 1.374245
0.935705	 2.935705
3.359122	 2.640878
3.133833	 2.866167
0.000000	 0.197694
0.000000	 1.286233
3.186238	 2.813762
1.039950	 3.039950
2.834879	 0.000000
2.988214	 3.011786
1.936409	 -0.000000
3.733940	 2.266060
0.643525	 2.643525
1.330866	 0.000000
2.516723	 3.483277
1.155512	 0.000000
3.045942	 2.954058
5.000000	 0.096743
0.535307	 2.535307
4.470904	 0.000000
3.576070	 2.423930
4.359561	 0.000000
4.725985	 1.274015
5.000000	 0.957202
1.613970	 3.613970
0.259027	 0.000000
3.685711	 2.314289
2.519700	 0.000000
0.000000	 1.829563
0.274279	 0.000000
0.898381	 2.898381
0.000000	 1.181865
4.194920	 1.805080
0.081559	 2.081559
2.638560	 0.000000
2.921905	 0.000000
0.040588	 2.040588
